CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
615,Microsoft Azure Databricks for Data Engineering,Microsoft,94,4.3,Intermediate level,"How to work with large amounts of data from multiple sources in different raw formats
How to create production workloads on Azure Databricks with Azure Data Factory
How to build and query a Delta Lake 
How to perform data transformations in DataFrame. How to understand the architecture of an Azure Databricks Spark Cluster and Spark Jobs 
"
237,Data Mining Pipeline,University of Colorado Boulder,43,3.3,Intermediate level,"Identify the key components of the data mining pipeline and describe how they're related.
Identify particular challenges presented by each component of the data mining pipeline.
Apply techniques to address challenges in each component of the data mining pipeline.
"
515,Introduction to Neurohacking In R,Johns Hopkins University,294,4.6,Intermediate level,
225,Data Engineering with Rust,Duke University,0,0.0,Intermediate level,
673,Prediction Models with Sports Data,University of Michigan,31,4.5,Intermediate level,"Learn how to generate forecasts of game results in professional sports using Python.
"
260,Data Science with Databricks for Data Analysts Specialization,Databricks,454,4.5,Intermediate level,"Discover how Databricks and Apache Spark simplify big data processing and optimize data analysis. 
Frame business problems for data science and machine learning to make the most out of big data analytic workflows.
Solve real-world business problems quickly using Databricks to power the most popular data science techniques. 
"
393,Fundamentals of Machine Learning in Finance,New York University,327,3.8,Intermediate level,
785,Statistical Inference,Johns Hopkins University,4425,4.2,,"Understand the process of drawing conclusions about populations or scientific truths from data
Describe variability, distributions, limits, and confidence intervals
Use p-values, confidence intervals, and permutation tests
Make informed data analysis decisions
"
102,"Big Data, Artificial Intelligence, and Ethics","University of California, Davis",477,4.6,Beginner level,"Define and discuss big data opportunities and limitations.
Work with IBM Watson and analyze a personality through Natural Language Programming (NLP).
Examine how AI is used through case studies.
Examine and discuss the roles ethics play in AI and big data.
"
167,Communicating Data Insights with Tableau,Tableau Learning Partner,14,4.1,Beginner level," Identify data storytelling best principles to convey business insights.
 Build interactive dashboards and stories in Tableau.
Utilize data storytelling design principles to craft a compelling presentation so stakeholders can explore data to build their own insights.
"
592,Managing Big Data with MySQL,Duke University,4046,4.7,,
467,Implementing Supply Chain Analytics,Unilever,0,0.0,Beginner level,
527,Introduction to Statistical Analysis: Hypothesis Testing,SAS,109,4.6,Intermediate level,
10,AI Workflow: AI in Production,IBM,43,4.4,Advanced level,
862,"Virtualization, Docker, and Kubernetes for Data Engineering",Duke University,11,3.4,Advanced level,"Master virtualization, containerization, and Docker, including Dockerfile creation and multi-container orchestration with Compose and Airflow.
Develop expertise in Kubernetes core concepts, cluster architecture, and deployment using cloud environments, GitHub Codespaces, and AI-driven tools.
Navigate data scenarios mastering containerization, deploying apps, and addressing production issues with cloud orchestration and SRE practices.
"
512,Introduction to Machine Learning: Supervised Learning,University of Colorado Boulder,45,3.4,Intermediate level,"Use modern machine learning tools and python libraries.
Compare logistic regression’s strengths and weaknesses.
Explain how to deal with linearly-inseparable data.
Explain what decision tree is & how it splits nodes.
"
262,Data Science: Foundations using R Specialization,Johns Hopkins University,5990,4.6,Beginner level,"Use R to clean, analyze, and visualize data.
Learn how to ask the right questions, obtain data, and perform reproducible research.
Use GitHub to manage data science projects.
"
815,Text Marketing Analytics Specialization,University of Colorado Boulder,8,3.9,Beginner level,"Understand the concepts of topic modeling, text classification, and network analysis
Learn to use topic modeling on large unstructured text datasets
Learn to use network analysis to create network graphs, produce network statistics, and extract qualitative insights
"
334,Diabetic Retinopathy Detection with Artificial Intelligence,Coursera Project Network,44,4.4,Intermediate level,"Understand the theory and intuition behind Deep Neural Networks, Residual Nets, and Convolutional Neural Networks (CNNs)
Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend
Assess the performance of trained CNN and ensure its generalization using various Key performance indicators.
"
500,Introduction to Data Analytics for Business,University of Colorado Boulder,3107,4.7,Beginner level,"Describe the information lifecycle from events in the real world to business actions 
Recognize the types of events and characteristics that are often used in business analytics
Explain how the data is captured by source systems and stored using both traditional and emergent technologies
Gain familiarity with relational databases and learn how to use a simple but powerful language called SQL to extract analytical data sets of interest
"
489,Introduction to Big Data,University of California San Diego,10799,4.6,,
200,Data Analysis and Presentation Skills: the PwC Approach Final Project,PwC,246,4.7,Beginner level,
513,Introduction to Microsoft Azure Synapse Analytics,Microsoft,66,3.9,Intermediate level,"How to use Azure Synapse Analytics to build Data Warehouses using modern architecture patterns
How to describe the features and components of Azure Synapse Analytics 
How to use Azure Synapse Analytics to build your analytical solutions in one place 
How to use Azure Synapse Studio application to interact with the various components of Azure Synapse Analytics 
"
852,Using Advanced Formulas and Functions in Excel,Coursera Project Network,32,3.3,Intermediate level,"Create and apply several advanced excel functions to real world examples. 
Write and apply logic functions,  text functions and lookup and reference type queries. 
"
660,Power BI for Beginners Introduction to DAX Language,Coursera Project Network,19,4.5,Beginner level,"Create some DAX formulas to create calculated tables and columns  
 Create calculated measures using variables, date and aggregation functions  
 Create measures using filter functions and iterators 
"
